Ensembl Gene ID,UniProt/TrEMBL Accession,UniProt/SwissProt Accession,UniProt/SwissProt ID
ENSG00000135486,Q9BSM5,P09651,ROA1_HUMAN
ENSG00000135486,Q3MI39,P09651,ROA1_HUMAN
ENSG00000135486,H0YH80,P09651,ROA1_HUMAN
ENSG00000140332,H0YNI7,Q04726,TLE3_HUMAN
ENSG00000175938,H3BV06,Q9BRQ5,ORAI3_HUMAN
ENSG00000140332,B4E2W3,,
ENSG00000140332,H0YKT5,,
ENSG00000135486,F8W646,,
ENSG00000175938,H3BTK7,,
ENSG00000183495,A7E2D7,,
ENSG00000142875,C9JK39,,
ENSG00000175938,H3BTY7,,
ENSG00000175938,H3BV06,,
ENSG00000215114,E5RGJ4,,
ENSG00000175938,H3BT51,,
ENSG00000140332,H0YLW9,,
ENSG00000215114,E5RJ36,,
ENSG00000172575,H0YMT0,,
ENSG00000215114,,,
ENSG00000172575,H0YNK9,,
ENSG00000135486,F8VYN5,,
ENSG00000135486,F8VXY0,,
ENSG00000196990,,P0C2L3,F163B_HUMAN
ENSG00000140332,F5H7D6,,
ENSG00000140332,H0YNI7,,
ENSG00000135486,F8VSB5,,
ENSG00000109705,,P78367,NKX32_HUMAN
ENSG00000140332,H0YKN8,,
ENSG00000140332,F8W964,,
ENSG00000121068,,Q13207,TBX2_HUMAN
ENSG00000183495,A7E2D7,Q96L91,EP400_HUMAN
ENSG00000135486,F8W6I7,,
ENSG00000135486,F8W1S7,,
ENSG00000121068,F8WCM9,,
ENSG00000135486,F8VTQ5,,
ENSG00000140332,Q6PI57,,
ENSG00000135486,,P09651,ROA1_HUMAN
ENSG00000151726,B7Z3Z9,,
ENSG00000187013,,Q86X59,CQ082_HUMAN
ENSG00000140332,E9PD64,,
ENSG00000135486,F8VRQ1,,
ENSG00000140332,H0YKH5,,
ENSG00000135486,F8VZ49,,
ENSG00000121075,A5PKU7,,
ENSG00000140332,Q672R2,,
ENSG00000121075,,P57082,TBX4_HUMAN
ENSG00000253506,,Q9H009,NACA2_HUMAN
ENSG00000135486,Q3MI39,,
ENSG00000135486,H0YH80,,
ENSG00000140332,F8W8S3,,
ENSG00000111913,H3BP45,Q9Y4F9,FA65B_HUMAN
ENSG00000123454,,P09172,DOPO_HUMAN
ENSG00000151726,B7Z3Z9,P33121,ACSL1_HUMAN
ENSG00000008853,E9PBU2,,
ENSG00000008853,E5RI44,,
ENSG00000123454,Q5T382,,
ENSG00000108061,,Q9UQ13,SHOC2_HUMAN
ENSG00000111913,,Q9Y4F9,FA65B_HUMAN
ENSG00000151726,H0Y9U7,,
ENSG00000008853,E9PEI7,,
ENSG00000168297,,Q7Z7A4,PXK_HUMAN
ENSG00000111913,F5GX51,,
ENSG00000111913,F5H029,,
ENSG00000111913,B7Z6U4,,
ENSG00000151726,E7EPM6,,
ENSG00000104450,G3XAM3,,
ENSG00000038219,,Q8NFC6,BD1L1_HUMAN
ENSG00000008853,,Q9BYZ6,RHBT2_HUMAN
ENSG00000038219,,,
ENSG00000184999,E9PMM0,,
ENSG00000184999,Q68CJ0,,
ENSG00000184999,B4DJY8,,
ENSG00000121892,Q96DB6,Q29RF7,PDS5A_HUMAN
ENSG00000121892,G1UI16,Q29RF7,PDS5A_HUMAN
ENSG00000121892,B3KMN2,Q29RF7,PDS5A_HUMAN
ENSG00000151726,D6RG07,,
ENSG00000168297,F8WAW8,,
ENSG00000058056,,Q92995,UBP13_HUMAN
ENSG00000104450,,Q07617,SPAG1_HUMAN
ENSG00000205089,B7ZMB8,Q6ZMN8,CCNI2_HUMAN
ENSG00000205089,B7ZMB7,Q6ZMN8,CCNI2_HUMAN
ENSG00000121892,H0Y9L6,,
ENSG00000168297,E9PD56,,
ENSG00000099381,C9J2Z9,O15047,SET1A_HUMAN
ENSG00000151726,Q108N1,,
ENSG00000151726,B7Z452,,
ENSG00000184999,B4DJY8,Q63ZE4,S22AA_HUMAN
ENSG00000168297,H7BYG4,,
ENSG00000099381,C9J2Z9,,
ENSG00000121892,,Q29RF7,PDS5A_HUMAN
ENSG00000038219,F8WDD0,,
ENSG00000151726,D6RER0,,
ENSG00000184999,E9PJB1,,
ENSG00000121892,,,
ENSG00000058056,H7C502,,
ENSG00000136492,,Q9BX63,FANCJ_HUMAN
ENSG00000151726,Q108N2,,
ENSG00000184999,E9PIT2,,
ENSG00000121892,H0Y9X6,,
ENSG00000136492,C9JGZ0,,
ENSG00000255472,E9PR74,,
ENSG00000168297,F8WDF7,,
ENSG00000155876,,Q7L523,RRAGA_HUMAN
ENSG00000058056,H7C5J3,,
ENSG00000136492,,,
ENSG00000167910,,P22680,CP7A1_HUMAN
ENSG00000168297,C9IYJ2,,
ENSG00000206150,,Q5GAN3,RNS13_HUMAN
ENSG00000168297,,,
ENSG00000196683,Q75MR5,Q9P0U1,TOM7_HUMAN
ENSG00000196683,B5MD00,,
ENSG00000175928,,Q6UXK5,LRRN1_HUMAN
ENSG00000196683,A6NIV2,,
ENSG00000168297,H7C529,,
ENSG00000165799,,Q9H1E1,RNAS7_HUMAN
ENSG00000145730,D6RG20,P19021,AMD_HUMAN
ENSG00000145730,D6RF09,P19021,AMD_HUMAN
ENSG00000145730,D6RDU2,P19021,AMD_HUMAN
ENSG00000145730,D6RCD5,P19021,AMD_HUMAN
ENSG00000145730,D6RAQ2,P19021,AMD_HUMAN
ENSG00000145730,D6R961,P19021,AMD_HUMAN
ENSG00000203943,D3DT11,Q5VXD3,SAM13_HUMAN
ENSG00000106772,Q5JUB8,Q8WUY3,PRUN2_HUMAN
ENSG00000173431,H2FJY5,Q8TDE3,RNAS8_HUMAN
ENSG00000173431,H2FJY7,Q8TDE3,RNAS8_HUMAN
ENSG00000242185,,Q5DJT8,CT452_HUMAN
ENSG00000170364,,Q53H47,SETMR_HUMAN
ENSG00000203943,D3DT11,,
ENSG00000134940,,P26436,ASPX_HUMAN
ENSG00000170364,F8WEU1,,
ENSG00000099377,,Q9H2F3,3BHS7_HUMAN
ENSG00000106772,B3KYC4,Q8WUY3,PRUN2_HUMAN
ENSG00000134940,B5BUP0,P26436,ASPX_HUMAN
ENSG00000170364,F8WB33,,
ENSG00000170364,C9JHK2,,
ENSG00000106772,,,
ENSG00000106772,Q5JUB9,,
ENSG00000170364,E7EN68,,
ENSG00000099377,,,
ENSG00000203943,H7BZX5,,
ENSG00000170364,B9ZVV8,,
ENSG00000203943,,Q5VXD3,SAM13_HUMAN
ENSG00000106772,,Q8WUY3,PRUN2_HUMAN
ENSG00000137575,B2R5Q7,O00560,SDCB1_HUMAN
ENSG00000164402,C9J4G8,Q92599,SEPT8_HUMAN
ENSG00000164402,H7C604,Q92599,SEPT8_HUMAN
ENSG00000232417,,Q8NHU0,CT453_HUMAN
ENSG00000137575,,O00560,SDCB1_HUMAN
ENSG00000184840,,Q9BVK6,TMED9_HUMAN
ENSG00000164402,F8W8I8,,
ENSG00000164402,C9JV02,,
ENSG00000145730,F8W8D9,,
ENSG00000106772,E9PDC2,,
ENSG00000106772,B4DSQ3,,
ENSG00000106772,B4DJW7,,
ENSG00000164402,C9J4G8,,
ENSG00000164402,A6NMH6,,
ENSG00000164402,H7C604,,
ENSG00000137575,G5EA09,,
ENSG00000015413,H3BQS5,,
ENSG00000137575,B4DHN5,,
ENSG00000134940,,,
ENSG00000130656,,P02008,HBAZ_HUMAN
ENSG00000205189,,Q96DT7,ZBT10_HUMAN
ENSG00000015413,H3BP43,,
ENSG00000137575,E9PBU7,,
ENSG00000164402,A6NFQ9,,
ENSG00000164402,F6W7K9,,
ENSG00000145730,,,
ENSG00000015413,H3BP43,P16444,DPEP1_HUMAN
ENSG00000015413,H3BQS5,P16444,DPEP1_HUMAN
ENSG00000165801,,Q8TER5,ARH40_HUMAN
ENSG00000119632,,Q9H2X8,I27L2_HUMAN
ENSG00000165801,Q86TR4,,
ENSG00000165801,G3V3N2,,
ENSG00000119632,,,
ENSG00000147874,Q5SYF9,Q7Z4H7,HAUS6_HUMAN
ENSG00000205189,H0YBE6,,
ENSG00000147874,Q5VY60,,
ENSG00000147874,Q5SYF9,,
ENSG00000108506,,Q9H0H0,INT2_HUMAN
ENSG00000145730,F8WE90,,
ENSG00000163913,E9PDG2,Q9HBG6,IF122_HUMAN
ENSG00000163913,D6R8Z2,Q9HBG6,IF122_HUMAN
ENSG00000081181,,P78540,ARGI2_HUMAN
ENSG00000164600,Q548T9,Q96NK8,NDF6_HUMAN
ENSG00000145730,A6NMH0,,
ENSG00000165801,G3V485,,
ENSG00000206177,,Q6B0K9,HBM_HUMAN
ENSG00000108506,,,
ENSG00000010327,,Q9NY15,STAB1_HUMAN
ENSG00000165801,G3V5C1,,
ENSG00000228836,,Q8N7B7,CT454_HUMAN
ENSG00000163913,G3XAB1,,
ENSG00000163913,H7C3C0,,
ENSG00000111711,G3V1U5,,
ENSG00000170561,D6RH28,Q9BZI1,IRX2_HUMAN
ENSG00000131165,F5H875,Q9HD42,CHM1A_HUMAN
ENSG00000163913,E7EQF4,,
ENSG00000163913,D6R8Z2,,
ENSG00000163913,Q9NUW6,,
ENSG00000111711,F5H6U7,,
ENSG00000137976,Q66K39,Q8WZ79,DNS2B_HUMAN
ENSG00000092208,,O14893,GEMI2_HUMAN
ENSG00000111711,G3V1U5,Q9Y3E0,GOT1B_HUMAN
ENSG00000170561,D6RH28,,
ENSG00000228836,,Q5DJT8,CT452_HUMAN
ENSG00000092208,G5EA29,,
ENSG00000137976,,Q8WZ79,DNS2B_HUMAN
ENSG00000131165,F5H875,,
ENSG00000111711,F5GXH6,,
ENSG00000100568,,Q9UEU0,VTI1B_HUMAN
ENSG00000131165,F8VVT7,,
ENSG00000139946,H0YK56,,
ENSG00000139946,H0YNF4,,
ENSG00000100568,,,
ENSG00000117133,,Q9H9Y2,RPF1_HUMAN
ENSG00000114757,E7EUV8,Q8IYB4,PEX5R_HUMAN
ENSG00000114757,C9JZE2,Q8IYB4,PEX5R_HUMAN
ENSG00000114757,C9IZ09,Q8IYB4,PEX5R_HUMAN
ENSG00000114757,B7Z8P2,Q8IYB4,PEX5R_HUMAN
ENSG00000111711,F5GWD8,,
ENSG00000131165,F8VUA2,,
ENSG00000010327,,,
ENSG00000139946,Q659D8,Q9HAT8,PELI2_HUMAN
ENSG00000139946,H0YK56,Q9HAT8,PELI2_HUMAN
ENSG00000139946,H0YNF4,Q9HAT8,PELI2_HUMAN
ENSG00000092208,,,
ENSG00000177455,F5H161,P15391,CD19_HUMAN
ENSG00000177455,Q71UW0,P15391,CD19_HUMAN
ENSG00000100568,G3V5I2,,
ENSG00000140519,H0YMF8,,
ENSG00000121281,,,
ENSG00000173876,Q5SQY0,,
ENSG00000114757,E7EUV8,,
ENSG00000114757,C9JZE2,,
ENSG00000114757,C9IZ09,,
ENSG00000131165,A6NG32,,
ENSG00000123453,B4DPI2,Q9UL12,SARDH_HUMAN
ENSG00000164520,E9PKJ6,Q8TD07,N2DL4_HUMAN
ENSG00000114757,B7Z8P2,,
ENSG00000177455,F5H635,,
ENSG00000177455,Q71UW0,,
ENSG00000173876,C9JAA5,,
ENSG00000123453,Q5SYV2,,
ENSG00000228532,H7BZT4,,
ENSG00000164520,E9PKJ6,,
ENSG00000164520,Q3T1D4,,
ENSG00000114757,B7Z219,,
ENSG00000173876,F5H0I4,Q3ZCM7,TBB8_HUMAN
ENSG00000173876,Q5SQY1,Q3ZCM7,TBB8_HUMAN
ENSG00000123453,Q5SYV1,,
ENSG00000180772,Q6UVH2,P50052,AGTR2_HUMAN
ENSG00000164520,,Q8TD07,N2DL4_HUMAN
ENSG00000164684,E5RGL7,Q6ZNC4,ZN704_HUMAN
ENSG00000173876,F8W813,,
ENSG00000140519,,Q9UBD6,RHCG_HUMAN
ENSG00000164520,A6YF59,,
ENSG00000123453,Q5SYU9,,
ENSG00000173876,C9JMT5,,
ENSG00000114757,E7EUZ0,,
ENSG00000140519,,,
ENSG00000173876,F8WAT2,,
ENSG00000114757,E9PEC1,,
ENSG00000140519,H0YKQ3,,
ENSG00000123453,B4DPI2,,
ENSG00000114757,E9PH97,,
ENSG00000164684,E5RGL7,,
ENSG00000242265,B4DSP0,Q86TG7,PEG10_HUMAN
ENSG00000140519,H0YMS1,,
ENSG00000027847,F5H4G5,Q9UBV7,B4GT7_HUMAN
ENSG00000027847,D6RDJ8,Q9UBV7,B4GT7_HUMAN
ENSG00000027847,D6RA33,Q9UBV7,B4GT7_HUMAN
ENSG00000027847,B3KMT1,Q9UBV7,B4GT7_HUMAN
ENSG00000027847,H0Y9D6,Q9UBV7,B4GT7_HUMAN
ENSG00000123453,Q9UL10,,
ENSG00000140519,F5H0A6,,
ENSG00000256206,B4DEV8,,
ENSG00000027847,D6RJI5,,
ENSG00000173876,F5H0I4,,
ENSG00000173876,Q5SQY1,,
ENSG00000027847,D6RDJ8,,
ENSG00000027847,D6RA33,,
ENSG00000114757,C9JB85,,
ENSG00000087916,,Q9UN76,S6A14_HUMAN
ENSG00000114757,C9JUZ5,,
ENSG00000027847,H0Y9D6,,
ENSG00000158528,C9J730,,
ENSG00000158528,C9J3G5,,
ENSG00000108510,,Q9UHV7,MED13_HUMAN
ENSG00000121281,H3BQC5,P51828,ADCY7_HUMAN
ENSG00000121281,H3BUB9,P51828,ADCY7_HUMAN
ENSG00000121281,H3BUC5,P51828,ADCY7_HUMAN
ENSG00000242284,,Q6NSH3,CT455_HUMAN
ENSG00000163913,D6RAF7,,
ENSG00000108510,Q9P0Q5,,
ENSG00000121281,F5H4D1,,
ENSG00000121281,H3BQC5,,
ENSG00000121281,H3BUC5,,
ENSG00000186143,,Q53SZ7,CB053_HUMAN
ENSG00000198087,,Q9Y5K6,CD2AP_HUMAN
ENSG00000163913,D6RIB5,,
ENSG00000163913,B4DEY9,,
ENSG00000163913,H0Y9Q2,,
ENSG00000120889,Q9BY82,O14763,TR10B_HUMAN
ENSG00000120889,B7Z3M7,O14763,TR10B_HUMAN
ENSG00000186143,C9JVA3,,
ENSG00000163913,Q9NUW6,Q9HBG6,IF122_HUMAN
ENSG00000121281,H3BMA5,,
ENSG00000034677,E7ETB2,Q9NV58,RN19A_HUMAN
ENSG00000034677,E7EQV8,Q9NV58,RN19A_HUMAN
ENSG00000034677,E7EQ63,Q9NV58,RN19A_HUMAN
ENSG00000034677,A3KCU8,Q9NV58,RN19A_HUMAN
ENSG00000188536,D1MGQ2,P69905,HBA_HUMAN
ENSG00000188536,Q7Z6G4,P69905,HBA_HUMAN
ENSG00000188536,P78461,P69905,HBA_HUMAN
ENSG00000188536,G3V1N2,P69905,HBA_HUMAN
ENSG00000188536,P78461,,
ENSG00000188536,G3V1N2,,
ENSG00000121281,F5H699,,
ENSG00000106333,,Q15113,PCOC1_HUMAN
ENSG00000163913,Q7L8K0,Q9HBG6,IF122_HUMAN
ENSG00000163913,H7C3C0,Q9HBG6,IF122_HUMAN
ENSG00000070269,G3V4A2,,
ENSG00000174021,,P63218,GBG5_HUMAN
ENSG00000122591,,Q9BYI3,HYCCI_HUMAN
ENSG00000121281,H3BQ93,,
ENSG00000119698,G3V516,,
ENSG00000120889,B7Z588,O14763,TR10B_HUMAN
ENSG00000122591,,,
ENSG00000034677,E7ETB2,,
ENSG00000034677,E7EQV8,,
ENSG00000034677,E7EQ63,,
ENSG00000034677,A3KCU8,,
ENSG00000122591,B8ZZJ1,,
ENSG00000072163,Q9H058,,
ENSG00000072163,Q9BV95,,
ENSG00000072163,A0PJ44,,
ENSG00000120889,E9PBT3,,
ENSG00000120889,Q9BY82,,
ENSG00000163913,,,
ENSG00000034677,,Q9NV58,RN19A_HUMAN
ENSG00000122591,B8ZZA2,,
ENSG00000034677,,,
ENSG00000120889,B7Z588,,
ENSG00000120889,B7Z3M7,,
ENSG00000155026,H0YFY2,,
ENSG00000137449,H0Y9D9,Q7Z5Q1,CPEB2_HUMAN
ENSG00000072163,Q7Z4I2,,
ENSG00000163792,,Q7RTU1,TCF23_HUMAN
ENSG00000158528,E9PDX1,,
ENSG00000107872,,Q9H469,FXL15_HUMAN
ENSG00000158528,E9PCK6,,
ENSG00000070269,G3V320,,
ENSG00000180347,B8ZZ49,,
ENSG00000158528,C9J730,Q9ULJ8,NEB1_HUMAN
ENSG00000158528,C9J3G5,Q9ULJ8,NEB1_HUMAN
ENSG00000158528,B7ZLX4,Q9ULJ8,NEB1_HUMAN
ENSG00000180347,E7ERG9,,
ENSG00000180347,E7EQ43,,
ENSG00000137449,F8W963,Q7Z5Q1,CPEB2_HUMAN
ENSG00000158528,F8W7J9,,
ENSG00000158528,D6W5R0,,
ENSG00000158528,A4D1I0,,
ENSG00000137449,H0Y9D9,,
ENSG00000155026,C9JJN2,P0C881,R10B1_HUMAN
ENSG00000119698,G3V422,Q6NUP7,PP4R4_HUMAN
ENSG00000119698,G3V431,Q6NUP7,PP4R4_HUMAN
ENSG00000119698,,Q6NUP7,PP4R4_HUMAN
ENSG00000137449,F8W963,,
ENSG00000137449,F5H160,,
ENSG00000119698,G3V422,,
ENSG00000137449,F5H659,,
ENSG00000137449,E7EPM3,,
ENSG00000119698,G3V431,,
ENSG00000180347,E7ERG9,Q6ZRS4,CC129_HUMAN
ENSG00000180347,E7EQ43,Q6ZRS4,CC129_HUMAN
ENSG00000180347,B8ZZ49,Q6ZRS4,CC129_HUMAN
ENSG00000204019,,Q5H943,KKLC1_HUMAN
ENSG00000070269,B3KN73,Q9NX78,CN101_HUMAN
ENSG00000070269,G3V4Y3,Q9NX78,CN101_HUMAN
ENSG00000203722,,Q6H3X3,RET1G_HUMAN
ENSG00000175003,F5GY86,O15245,S22A1_HUMAN
ENSG00000072163,C9JHB2,Q7Z4I7,LIMS2_HUMAN
ENSG00000072163,Q9H058,Q7Z4I7,LIMS2_HUMAN
ENSG00000072163,Q9BV95,Q7Z4I7,LIMS2_HUMAN
ENSG00000072163,Q7Z4I5,Q7Z4I7,LIMS2_HUMAN
ENSG00000072163,Q7Z4I2,Q7Z4I7,LIMS2_HUMAN
ENSG00000072163,A0PJ44,Q7Z4I7,LIMS2_HUMAN
ENSG00000180347,F5H2J8,Q6ZRS4,CC129_HUMAN
ENSG00000175003,F5H5P3,,
ENSG00000186493,,Q86SI9,CEI_HUMAN
ENSG00000117151,Q5VX51,Q01459,DIAC_HUMAN
ENSG00000117151,Q5VX50,Q01459,DIAC_HUMAN
ENSG00000203722,C9JAK3,,
ENSG00000117151,F6X5H7,,
ENSG00000155026,,,
ENSG00000163913,E9PDG2,,
ENSG00000186493,B7ZL86,Q86SI9,CEI_HUMAN
ENSG00000180347,,Q6ZRS4,CC129_HUMAN
ENSG00000175003,F5GY86,,
ENSG00000186493,D6RBL9,,
ENSG00000186493,B7ZL86,,
ENSG00000150995,,Q14643,ITPR1_HUMAN
ENSG00000172534,Q05C05,P51610,HCFC1_HUMAN
ENSG00000180347,F5H3V5,,
ENSG00000072163,Q53RZ1,Q7Z4I7,LIMS2_HUMAN
ENSG00000152270,,Q13370,PDE3B_HUMAN
ENSG00000070269,G3V4Y3,,
ENSG00000172534,,,
ENSG00000152270,B7ZM37,,
ENSG00000070269,F5H7D0,,
ENSG00000172534,A6NEM2,,
ENSG00000172534,Q05C05,,
ENSG00000172421,E5RJB7,Q8N7B9,EFCB3_HUMAN
ENSG00000172421,E5RHB1,Q8N7B9,EFCB3_HUMAN
ENSG00000139351,,Q8IZU3,SYCP3_HUMAN
ENSG00000166407,E9PK83,P25800,RBTN1_HUMAN
ENSG00000196600,,Q6T423,S22AP_HUMAN
ENSG00000070269,,,
ENSG00000166407,E9PSF5,,
ENSG00000166407,E9PK83,,
ENSG00000166407,Q8IXR0,,
ENSG00000169836,,P29371,NK3R_HUMAN
ENSG00000121377,Q50KV7,Q9NYW3,TA2R7_HUMAN
ENSG00000121377,Q50KV5,Q9NYW3,TA2R7_HUMAN
ENSG00000172534,,P51610,HCFC1_HUMAN
ENSG00000072163,F5H6E6,,
ENSG00000072163,C9JHB2,,
ENSG00000072163,Q7Z4I5,,
ENSG00000196600,A4IF29,,
ENSG00000150995,E7EPX7,,
ENSG00000172421,E5RJB7,,
ENSG00000172421,E5RHB1,,
ENSG00000121314,Q50KU2,Q9NYW2,TA2R8_HUMAN
ENSG00000121314,Q50KU1,Q9NYW2,TA2R8_HUMAN
ENSG00000072163,F8WEF3,,
ENSG00000168772,,Q9H2H0,CXXC4_HUMAN
ENSG00000121381,,Q9NYW1,TA2R9_HUMAN
ENSG00000070269,Q0VAA1,,
ENSG00000003096,C9JTS9,Q9P2N7,KLH13_HUMAN
ENSG00000003096,Q96HC9,Q9P2N7,KLH13_HUMAN
ENSG00000196600,A4IF28,,
ENSG00000070269,B3KN73,,
ENSG00000196600,E9PJ86,,
ENSG00000196600,Q494Y1,,
ENSG00000241935,,Q86XE5,HOGA1_HUMAN
ENSG00000196600,H7BYX8,,
ENSG00000111215,F5H0D7,,
ENSG00000181444,C9JAX3,,
ENSG00000111215,,Q16378,PROL4_HUMAN
ENSG00000181444,,Q7Z7K2,ZN467_HUMAN
ENSG00000003096,C9JTS9,,
ENSG00000241935,,,
ENSG00000185684,,Q6ZTU2,E400N_HUMAN
ENSG00000087995,B3KM33,Q96IZ6,MET2A_HUMAN
ENSG00000015171,E9PE09,,
ENSG00000015171,B0QZE4,,
ENSG00000111215,F5H178,,
ENSG00000118418,,Q15651,HMGN3_HUMAN
ENSG00000180869,,Q8NAE3,CA180_HUMAN
ENSG00000106479,C9JB70,O60290,ZN862_HUMAN
ENSG00000078177,F8W986,Q86UW6,N4BP2_HUMAN
ENSG00000078177,D6R9J2,Q86UW6,N4BP2_HUMAN
ENSG00000185684,F8WA08,,
ENSG00000185684,F5GWI7,,
ENSG00000106479,C9JB70,,
ENSG00000078177,D6RC09,,
ENSG00000185684,H9KV84,,
ENSG00000078177,D6R9J2,,
ENSG00000138074,E7EXC0,Q9Y289,SC5A6_HUMAN
ENSG00000138074,E7EW78,Q9Y289,SC5A6_HUMAN
ENSG00000138074,E7EW41,Q9Y289,SC5A6_HUMAN
ENSG00000138074,E7ERE1,Q9Y289,SC5A6_HUMAN
ENSG00000138074,E7EP02,Q9Y289,SC5A6_HUMAN
ENSG00000138074,E7ENN0,Q9Y289,SC5A6_HUMAN
ENSG00000138074,E7ENG0,Q9Y289,SC5A6_HUMAN
ENSG00000138074,E7EMX0,Q9Y289,SC5A6_HUMAN
ENSG00000138074,Q9HD19,Q9Y289,SC5A6_HUMAN
ENSG00000078177,,,
ENSG00000150594,,P08913,ADA2A_HUMAN
ENSG00000185684,F2Z2G7,Q6ZTU2,E400N_HUMAN
ENSG00000150995,E7EVP7,,
ENSG00000147804,A6NDY5,,
ENSG00000147804,Q9NX22,,
ENSG00000150995,G5E9P1,,
ENSG00000185684,F2Z2G7,,
ENSG00000166451,H3BMC7,Q96H22,CENPN_HUMAN
ENSG00000150995,B7ZMI3,,
ENSG00000215021,B4DW05,,
ENSG00000076641,,Q9NWQ8,PHAG1_HUMAN
ENSG00000188716,,Q68J44,DUPD1_HUMAN
ENSG00000147804,Q9NX22,Q6P5W5,S39A4_HUMAN
ENSG00000215021,F5H2D2,,
ENSG00000166451,E7ETS3,,
ENSG00000015171,Q8N4B3,,
ENSG00000015171,F6UH50,,
ENSG00000003137,E7ER08,Q9NR63,CP26B_HUMAN
ENSG00000166451,A8MZE6,,
ENSG00000166451,H3BMC7,,
ENSG00000147804,E9PQ16,,
ENSG00000138074,E7EXC0,,
ENSG00000138074,E7EW78,,
ENSG00000138074,E7EW41,,
ENSG00000138074,E7ERE1,,
ENSG00000138074,E7EP02,,
ENSG00000138074,E7ENN0,,
ENSG00000138074,E7ENG0,,
ENSG00000138074,Q9HD19,,
ENSG00000185684,C9JIE5,,
ENSG00000138074,E7EMX0,,
ENSG00000003137,E7ER08,,
ENSG00000166451,E7ES30,,
ENSG00000003137,E5RHM2,,
ENSG00000079393,,Q9UII6,DUS13_HUMAN
ENSG00000003137,E5RHN4,,
ENSG00000166451,H3BMD5,,
ENSG00000015171,Q2LD48,Q15326,ZMY11_HUMAN
ENSG00000003137,E5RHM2,Q9NR63,CP26B_HUMAN
ENSG00000171053,,Q8WXA2,PATE1_HUMAN
ENSG00000168769,D6RE87,Q6N021,TET2_HUMAN
ENSG00000107874,,Q9H467,CUED2_HUMAN
ENSG00000166451,,,
ENSG00000015171,F5H449,,
ENSG00000015171,B0QZE2,,
ENSG00000079393,E9PSD4,,
ENSG00000015171,E7ENI9,,
ENSG00000015171,B0QZE3,,
ENSG00000015171,E7EV75,,
ENSG00000015171,B0QZE5,,
ENSG00000226907,,Q8N7B7,CT454_HUMAN
ENSG00000015171,,Q15326,ZMY11_HUMAN
ENSG00000079393,,Q6B8I1,MDSP_HUMAN
ENSG00000174276,E9PQB8,,
ENSG00000168769,E7EQS8,,
ENSG00000168769,E7EPB1,,
ENSG00000168769,D6RE87,,
ENSG00000215021,Q9BXV3,Q99623,PHB2_HUMAN
ENSG00000174276,A0PJH8,Q9UHR6,ZNHI2_HUMAN
ENSG00000196844,,Q6UY27,PATE2_HUMAN
ENSG00000131015,Q8IZX9,Q9BZM5,N2DL2_HUMAN
ENSG00000215021,F5GY37,,
ENSG00000015171,B7Z293,,
ENSG00000110944,,Q9NPF7,IL23A_HUMAN
ENSG00000117155,C9JIX7,Q9Y2D8,ADIP_HUMAN
ENSG00000015171,Q5BJG6,,
ENSG00000015171,Q2LD47,,
ENSG00000215021,F5GWA7,,
ENSG00000099365,H3BT82,P61266,STX1B_HUMAN
ENSG00000215021,F5H0C5,,
ENSG00000099365,H3BT82,,
ENSG00000236027,,B3GLJ2,PATE3_HUMAN
ENSG00000215021,F5H3X6,,
ENSG00000099365,Q2VPS2,,
ENSG00000015171,Q5VUI0,,
ENSG00000215021,F5H0S4,,
ENSG00000168769,E7EPB1,Q6N021,TET2_HUMAN
ENSG00000149806,E9PM49,P62861,RS30_HUMAN
ENSG00000149806,E9PM49,P35544,UBIM_HUMAN
ENSG00000164687,E7DVW5,Q01469,FABP5_HUMAN
ENSG00000015171,B7Z3Z1,,
ENSG00000164687,,,
ENSG00000119927,Q6ZMG4,Q9HCL2,GPAT1_HUMAN
ENSG00000035681,,Q92636,FAN_HUMAN
ENSG00000149806,E9PR30,,
ENSG00000079393,F2Z2C4,,
ENSG00000258466,,,
ENSG00000117155,C9JIX7,,
ENSG00000119927,Q5VW52,,
ENSG00000215021,,Q99623,PHB2_HUMAN
ENSG00000149806,,P62861,RS30_HUMAN
ENSG00000149806,,P35544,UBIM_HUMAN
ENSG00000117155,,Q9Y2D8,ADIP_HUMAN
ENSG00000149806,E9PMS9,P35544,UBIM_HUMAN
ENSG00000185163,,Q8N8A6,DDX51_HUMAN
ENSG00000111670,F8VQW2,Q3T906,GNPTA_HUMAN
ENSG00000111670,Q9NV34,Q3T906,GNPTA_HUMAN
ENSG00000111670,Q68CM9,Q3T906,GNPTA_HUMAN
ENSG00000215021,B4DP75,,
ENSG00000147588,,P02689,MYP2_HUMAN
ENSG00000182132,Q3YAD3,Q9NZI2,KCIP1_HUMAN
ENSG00000111670,H0YIU2,,
ENSG00000147588,E5RH45,,
ENSG00000170549,,P78414,IRX1_HUMAN
ENSG00000182132,E5RJY5,,
ENSG00000064652,,Q9Y343,SNX24_HUMAN
ENSG00000134548,,Q9BT56,SPXN_HUMAN
ENSG00000168421,D6RG23,Q15669,RHOH_HUMAN
ENSG00000168421,D6RA52,Q15669,RHOH_HUMAN
ENSG00000168421,Q6ICP4,Q15669,RHOH_HUMAN
ENSG00000182132,Q3YAD2,Q9NZI2,KCIP1_HUMAN
ENSG00000111670,H0YIE6,,
ENSG00000064652,A8MXB7,,
ENSG00000134548,F5GXE5,,
ENSG00000168421,D6RG23,,
ENSG00000168421,D6RA52,,
